ID,2022_Value,ActivityMetric,AMKEY,group,query,Value
939_X_Ssw,0.0,Number of distribution centers,939.0,Ssw,Number of distribution centers in Ssw company in the year ,
939_X_Tongaat,0.0,Number of distribution centers,939.0,Tongaat,Number of distribution centers in Tongaat company in the year ,
939_X_Uct1&2,0.0,Number of distribution centers,939.0,Uct1&2,Number of distribution centers in Uct1&2 company in the year ,
93_X_Absa,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Absa,Discussion of management of accident and safety risks and long-term health and safety risks in Absa company in the year ,
93_X_Clicks,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Clicks,Discussion of management of accident and safety risks and long-term health and safety risks in Clicks company in the year ,
93_X_Distell,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Distell,Discussion of management of accident and safety risks and long-term health and safety risks in Distell company in the year ,
93_X_Impala,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Impala,Discussion of management of accident and safety risks and long-term health and safety risks in Impala company in the year ,
93_X_Oceana1&2,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Oceana1&2,Discussion of management of accident and safety risks and long-term health and safety risks in Oceana1&2 company in the year ,
93_X_Picknpay,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Picknpay,Discussion of management of accident and safety risks and long-term health and safety risks in Picknpay company in the year ,
93_X_Sasol,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Sasol,Discussion of management of accident and safety risks and long-term health and safety risks in Sasol company in the year ,
93_X_Ssw,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Ssw,Discussion of management of accident and safety risks and long-term health and safety risks in Ssw company in the year ,
93_X_Tongaat,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Tongaat,Discussion of management of accident and safety risks and long-term health and safety risks in Tongaat company in the year ,
93_X_Uct1&2,0.0,Discussion of management of accident and safety risks and long-term health and safety risks,93.0,Uct1&2,Discussion of management of accident and safety risks and long-term health and safety risks in Uct1&2 company in the year ,
940_X_Clicks,0.0,Number of retail locations,940.0,Clicks,Number of retail locations in Clicks company in the year ,
940_X_Distell,0.0,Number of retail locations,940.0,Distell,Number of retail locations in Distell company in the year ,
940_X_Impala,0.0,Number of retail locations,940.0,Impala,Number of retail locations in Impala company in the year ,
940_X_Oceana1&2,0.0,Number of retail locations,940.0,Oceana1&2,Number of retail locations in Oceana1&2 company in the year ,
940_X_Picknpay,0.0,Number of retail locations,940.0,Picknpay,Number of retail locations in Picknpay company in the year ,
940_X_Sasol,0.0,Number of retail locations,940.0,Sasol,Number of retail locations in Sasol company in the year ,
940_X_Ssw,0.0,Number of retail locations,940.0,Ssw,Number of retail locations in Ssw company in the year ,
940_X_Tongaat,0.0,Number of retail locations,940.0,Tongaat,Number of retail locations in Tongaat company in the year ,
940_X_Uct1&2,0.0,Number of retail locations,940.0,Uct1&2,Number of retail locations in Uct1&2 company in the year ,
941_X_Absa,0.0,Total area of distribution centers,941.0,Absa,Total area of distribution centers in Absa company in the year ,
941_X_Clicks,0.0,Total area of distribution centers,941.0,Clicks,Total area of distribution centers in Clicks company in the year ,
941_X_Distell,0.0,Total area of distribution centers,941.0,Distell,Total area of distribution centers in Distell company in the year ,
941_X_Impala,0.0,Total area of distribution centers,941.0,Impala,Total area of distribution centers in Impala company in the year ,
941_X_Oceana1&2,0.0,Total area of distribution centers,941.0,Oceana1&2,Total area of distribution centers in Oceana1&2 company in the year ,
941_X_Picknpay,0.0,Total area of distribution centers,941.0,Picknpay,Total area of distribution centers in Picknpay company in the year ,
941_X_Sasol,0.0,Total area of distribution centers,941.0,Sasol,Total area of distribution centers in Sasol company in the year ,
941_X_Ssw,0.0,Total area of distribution centers,941.0,Ssw,Total area of distribution centers in Ssw company in the year ,
941_X_Tongaat,0.0,Total area of distribution centers,941.0,Tongaat,Total area of distribution centers in Tongaat company in the year ,
941_X_Uct1&2,0.0,Total area of distribution centers,941.0,Uct1&2,Total area of distribution centers in Uct1&2 company in the year ,
943_X_Absa,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Absa,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Absa company in the year ,
943_X_Clicks,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Clicks,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Clicks company in the year ,
943_X_Distell,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Distell,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Distell company in the year ,
943_X_Impala,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Impala,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Impala company in the year ,
943_X_Oceana1&2,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Oceana1&2,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Oceana1&2 company in the year ,
943_X_Picknpay,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Picknpay,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Picknpay company in the year ,
943_X_Sasol,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Sasol,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Sasol company in the year ,
943_X_Ssw,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Ssw,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Ssw company in the year ,
943_X_Tongaat,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Tongaat,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Tongaat company in the year ,
943_X_Uct1&2,0.0,Revenue from products that are third-party certified to environmental and/or social sustainability standards,943.0,Uct1&2,Revenue from products that are third-party certified to environmental and/or social sustainability standards in Uct1&2 company in the year ,
944_X_Absa,0.0,Percentage of Medical waste landfilled,944.0,Absa,Percentage of Medical waste landfilled in Absa company in the year ,
944_X_Clicks,0.0,Percentage of Medical waste landfilled,944.0,Clicks,Percentage of Medical waste landfilled in Clicks company in the year ,
944_X_Distell,0.0,Percentage of Medical waste landfilled,944.0,Distell,Percentage of Medical waste landfilled in Distell company in the year ,
944_X_Impala,0.0,Percentage of Medical waste landfilled,944.0,Impala,Percentage of Medical waste landfilled in Impala company in the year ,
